id,publication_year,cited_by_count,author_ids
W3145594932,2019.0,26,A5024644588|A5080971884
W3204432444,2021.0,26,A5100670911|A5043392679|A5046126345|A5019297976
W4376639606,2023.0,26,A5018049608|A5086173064
W2008475536,2011.0,25,A5069574615|A5086173064
W2182568424,2013.0,25,A5086535574|A5086173064
W2999314988,2021.0,25,A5029291566|A5080265907|A5082513276|A5014802852
W3157168703,2021.0,25,A5079255958|A5019136836|A5084395089
W3119560152,2021.0,24,A5058158750|A5034406723|A5081008532|A5027706684
W3155916516,2021.0,24,A5037882098|A5067896668
W2169245862,2012.0,23,A5045325634|A5086173064|A5043228682|A5041706388|A5020340631|A5040526518
W4287114683,2021.0,23,A5065693795|A5042918872|A5051908691|A5086173064
W2578676481,2016.0,22,A5000522111|A5052097132|A5100368048|A5086173064
W2950290776,2015.0,22,A5112613441|A5041652507|A5043178787|A5062989871|A5052223634|A5086173064
W2105175049,2021.0,21,A5007049707|A5081008532|A5103570137|A5077287995
W2981496525,2020.0,20,A5080731595|A5112468935|A5084395089|A5017914184|A5023263538|A5053142361|A5057002364|A5090320835|A5084296874
W3159952533,2021.0,20,A5101500495|A5034406723|A5038043083|A5081008532|A5044504510
W4312997925,2022.0,20,A5012168451|A5081008532
W2590873523,2017.0,19,A5013072551
W2585421579,2017.0,18,A5039951970|A5066047489|A5035399743|A5004281470|A5015169173
W2751659792,2017.0,18,A5017471254|A5086173064|A5047197460|A5088349098
W2998975266,2019.0,18,A5062380101|A5057650206|A5084395089
W2326415120,2016.0,17,A5067156343|A5086173064
W3037911642,2020.0,17,A5055051409|A5073907481|A5076633756|A5071093940|A5086173064|A5083742002
W3157230789,2021.0,16,A5017037967|A5053560194|A5015957898|A5081008532|A5036258938|A5034406723
W4200504585,2021.0,16,A5011580452|A5084395089|A5019136836|A5043728035
W3135152944,2021.0,15,A5089396175|A5080265907|A5066286194|A5061933855|A5020901777|A5077143179
W1983581818,2014.0,14,A5037882098|A5053589098
W2883788754,2018.0,14,A5058810080
W3116869072,2020.0,14,A5025778203|A5035362847|A5079619242|A5086934220|A5037434658
W3121156891,2020.0,14,A5061221995
W3172235433,2021.0,14,A5073585704|A5012168451|A5034972111|A5034406723|A5081008532
W4376610927,2023.0,14,A5015797850|A5064910304|A5076968482|A5021170243|A5035808622|A5004281470
W4385571748,2023.0,13,A5049055745|A5046126345
W2479725330,2021.0,12,A5082294805|A5053818279|A5004281470
W2789537581,2018.0,12,A5074675503|A5081008532
W2970725926,2019.0,11,A5036249488|A5083742002|A5086173064|A5071093940
W4388994520,2023.0,11,A5103096610|A5006488129|A5032784376|A5086173064
W4402789263,2024.0,11,A5012168451|A5034972111|A5038043083|A5081008532
W2268452080,2003.0,76,A5024644588|A5112036848
W2140164026,2005.0,59,A5008267833|A5004281470
W2165452334,2006.0,53,A5016643591|A5109041721|A5086173064
W2169896527,2004.0,50,A5079235911|A5004281470|A5046906377|A5109103741
W4230850774,2018.0,47,A5058810080
W2158378709,2007.0,45,A5079827300|A5056428879|A5086173064
W4295847158,2010.0,45,A5100738419|A5062989871|A5086173064|A5041089506
W2140476881,2007.0,41,A5061825460|A5086173064|A5015084109
W2074640887,2003.0,40,A5112167589|A5086173064|A5054751297
W2132716139,2005.0,40,A5086173064|A5023571961
W1599344755,2008.0,36,A5016643591|A5109041721|A5086173064
W2166885531,2001.0,36,A5086173064|A5057936833
W2171117462,2009.0,36,A5101480173|A5086173064
W2208842507,2006.0,36,A5086173064|A5109938167|A5053102850|A5112011973
W1789117768,2009.0,35,A5013414457|A5100738429|A5086173064
W2160091052,2008.0,35,A5113531029|A5059273574|A5035399743|A5081497118|A5004281470
W1823541154,2008.0,34,A5036934218|A5086173064|A5023571961|A5103531540
W2105934700,2008.0,34,A5052223634|A5090064001|A5040802807|A5020965594|A5110224532|A5086173064
W2122124037,2012.0,34,A5112613441|A5041652507|A5043178787|A5062989871|A5052223634|A5086173064
W1863099012,2009.0,33,A5042396378|A5086173064|A5103117754
W2760540930,2017.0,32,A5035362847|A5020915093|A5086934220
W2019178608,2003.0,30,A5004281470|A5113531029|A5000536361
W2092012386,2007.0,30,A5081008532|A5082771661|A5023892723
W2321868996,1998.0,30,A5085249287|A5058248679|A5102750074|A5044840543|A5024644588|A5052674568
W2795737353,2018.0,30,A5071778778|A5006700143|A5080265907|A5004439426
W2100610798,2009.0,29,A5090064001|A5086173064
W2166463728,2007.0,29,A5086934220|A5008354502
W1999298445,2010.0,28,A5081008532|A5102996261|A5023892723
W2899794354,2018.0,28,A5022881605|A5045834509|A5084395089
W2760199271,2018.0,27,A5033495203|A5080265907
W1544926245,2016.0,26,A5035337056|A5049634383|A5018633289|A5084395089
W2949944926,2019.0,26,A5080265907|A5062878408
W1805678258,2015.0,24,A5018435643|A5070487234|A5078489804|A5030306125|A5084395089
W2185315851,2011.0,24,A5046126345
W2294090774,2014.0,22,A5034682188|A5002597222|A5081008532
W2823974416,2019.0,21,A5017471254|A5100355722|A5086173064|A5047197460
W4244183419,2012.0,21,A5101480173|A5100738419|A5086173064
W1590607334,2008.0,20,A5024644588
W1966733160,2013.0,20,A5084955495|A5081008532|A5062093738
W2523390905,2016.0,20,A5043692273|A5108531903|A5057979014|A5034406723|A5041680508|A5081008532
W2618591531,2017.0,20,A5000522111|A5086173064|A5052097132
W2117042383,2007.0,19,A5035767508|A5029624911|A5033418897|A5024644588|A5061134222
W2171551254,2007.0,19,A5019994476|A5086173064|A5065795662
W2770906204,2017.0,19,A5061678129|A5042166805|A5113785056|A5101599373
W3040507763,2021.0,19,A5055051409|A5073907481|A5076633756|A5086173064|A5071093940|A5083742002
W1894548862,2015.0,18,A5086934220|A5070920982|A5065136437
W2003800651,2014.0,18,A5025305874|A5091529284|A5111491357|A5019051904|A5021579981|A5005993492|A5003934781
W2103877086,2011.0,18,A5103376920|A5020124095|A5001969602|A5086173064
W2626472310,2010.0,18,A5035399743|A5040787249|A5103234894|A5004281470
W2153874696,2011.0,17,A5112613441|A5041652507|A5086173064
W2185110699,2008.0,17,A5086173064|A5042396378
W2282532199,2015.0,17,A5055595929|A5026763824|A5109328252|A5050529429
W2339450381,2016.0,17,A5040785073|A5046126345
W3132199833,2021.0,17,A5001554542|A5012168451|A5061164871|A5081008532
W4205990442,2022.0,17,A5088698784|A5037934112|A5111370337|A5008308402|A5004281470
W4289256476,2017.0,17,A5043614405|A5076876084|A5086934220
W2144964927,2009.0,16,A5103376920|A5086173064
W2185608135,2011.0,16,A5103163280|A5086173064|A5041089506|A5013414457
W3028584171,2020.0,16,A5063557800|A5080265907
W2964402164,2019.0,15,A5036332666|A5034406723|A5081008532
W1921587136,2015.0,14,A5046126345|A5091017313|A5026648049
W1973663153,2014.0,14,A5037882098|A5053589098
W2400088254,2021.0,14,A5081008532|A5034406723|A5036258938
W3111291941,2020.0,14,A5061221995
W1877017960,2012.0,13,A5103020582|A5087214562|A5084395089|A5085430930|A5005709068|A5054047316
W2226802570,2012.0,13,A5048198434|A5004281470
W2403384564,2021.0,13,A5000852169|A5035399743|A5004281470
W2537407247,2016.0,13,A5081567411|A5019051904|A5066864067|A5037066104
W2807860591,2018.0,13,A5019034138|A5046522255|A5045674932|A5081335221|A5079957762|A5084395089
W3135375550,2020.0,13,A5040200687|A5001554542|A5012168451|A5034406723|A5081008532
W3186154190,2021.0,13,A5072647467|A5018708584|A5055710645|A5030500341|A5086173064|A5057257639|A5069421706
W4288072858,2021.0,13,A5040431061|A5102023207|A5070487234|A5008564986|A5084395089
W2985800708,2019.0,12,A5029395763|A5046126345|A5003296734|A5082450455
W3205729689,2021.0,12,A5012074032|A5028747135|A5024644588|A5029920028
W4200119730,2021.0,12,A5012168451|A5061164871|A5038043083|A5081008532
W4382567638,2023.0,12,A5038175231|A5084505122|A5046126345|A5086480059|A5004209770|A5050064424|A5114062630
W1830358381,2013.0,11,A5081008532
W2808362526,2018.0,11,A5074995102|A5038688486|A5085793134|A5081008532|A5023892723
W3000894250,2020.0,11,A5103575243|A5026763824|A5001527428|A5042702360|A5066559136|A5009826771|A5113839622|A5042749874|A5049234393
W4226353236,2022.0,11,A5080265907
W1912374697,2000.0,82,A5086173064
W1970574540,2005.0,80,A5086173064
W2098521047,1999.0,55,A5086173064|A5044944954|A5112767220
W2085078118,2005.0,52,A5086173064|A5042396378|A5091578080|A5090064001|A5020965594|A5052223634|A5002765890|A5110188892|A5111847228
W2002381683,2007.0,35,A5081511841|A5004281470
W1800256497,2001.0,33,A5086173064
W2168595862,2004.0,31,A5113531029|A5000536361|A5004281470
W2105287081,2003.0,29,A5108542568
W2103956624,2006.0,27,A5059273574|A5004281470
W2066060456,2005.0,25,A5081511841|A5004281470
W2075123546,2006.0,23,A5015129790|A5086173064
W2114802684,2006.0,23,A5079827300|A5056428879|A5086173064
W2107131020,2010.0,22,A5021644216|A5036934218|A5023571961|A5051885478|A5057281816|A5086173064
W2092345653,2011.0,20,A5087025582|A5086173064
W2114734665,2003.0,20,A5009587995|A5086173064
W2017835493,2015.0,19,A5103241665|A5049671186|A5081008532|A5007419039|A5022272025
W2016238760,2014.0,17,A5024644588|A5021152720
W2116472571,2005.0,17,A5000536361|A5004281470
W2152945624,2010.0,17,A5059273574|A5073644080|A5007086252|A5004980809|A5004281470
W2918555402,2019.0,17,A5101814033|A5024644588
W2952263365,2019.0,17,A5080265907|A5047480720|A5013467728|A5101965763
W2962905201,2016.0,17,A5082912418|A5084395089|A5057650206
W2161447392,2012.0,16,A5035399743|A5066047489|A5088365278|A5004281470
W2097109674,2010.0,15,A5086173064|A5042396378|A5103376920|A5065366930
W2143270050,2007.0,15,A5103376920|A5015129790|A5086173064
W2601131632,2016.0,15,A5008727361|A5086173064
W2404917851,2010.0,14,A5048651639|A5048198434|A5004281470
W2135593734,2008.0,13,A5021537631|A5103073442|A5086173064|A5051915569|A5045325634|A5082615315
W2250770534,2014.0,13,A5046126345
W2631741351,2017.0,13,A5088698784|A5001462066|A5111370337|A5069020946|A5004281470
W2162944740,2007.0,12,A5091869642|A5085200619|A5072532084|A5024644588|A5086363029|A5107914658
W2406542140,2021.0,12,A5046126345|A5090760686|A5041513167
W2809189000,2018.0,12,A5081008532|A5034406723|A5036258938
W2972904064,2020.0,12,A5057650206|A5000017075|A5041757901|A5084395089
W2997232917,2020.0,12,A5047553225|A5101434141|A5002044670|A5086173064|A5015737731
W4244909627,2020.0,12,A5103177535|A5029857170|A5086173064|A5103285429
W1996398398,2013.0,11,A5019051904|A5021579981|A5066864067|A5076957708
W2590189238,2017.0,11,A5061221995
W3022191697,2020.0,11,A5031271510|A5019051904|A5018392096|A5069257022|A5070236501|A5060152403|A5049278459
W2157345142,2000.0,87,A5086173064|A5044944954
W2131618889,2002.0,30,A5086173064
W2126306522,2001.0,24,A5086173064|A5114406750
W1983507782,2003.0,23,A5069288700|A5086173064
W2127322138,2006.0,23,A5090064001|A5086173064
W2500020905,2005.0,22,A5038637784|A5108542568|A5002785992|A5075283583
W2150414301,2004.0,21,A5086173064
W2103257195,2005.0,20,A5020965594|A5103376920|A5086173064
W2038407224,2006.0,18,A5086173064|A5110342355
W2130739182,2011.0,17,A5086535574|A5045325634|A5086173064
W1759512950,2015.0,16,A5054656582|A5086173064
W2115882123,2007.0,16,A5085016300|A5086173064
W2133356108,2010.0,16,A5045325634|A5089631680|A5086173064
W2116515448,2004.0,15,A5051490260|A5046126345
W2101818040,2009.0,13,A5059273574|A5004281470
W2116801858,2008.0,13,A5042396378|A5086173064
W1509285220,1997.0,12,A5024644588
W2095987616,2010.0,12,A5005779176|A5058878407|A5086173064
W2122376282,2009.0,12,A5080265907|A5078047751|A5027778878|A5064752759|A5021669622|A5062462809
W2092948290,2009.0,11,A5044453295|A5004281470
W2139653513,2010.0,11,A5048198434|A5091384390|A5048651639|A5004281470
W2560656993,2015.0,11,A5081008532|A5067990394
W81160791,2005.0,26,A5004281470
W1497033819,2006.0,22,A5081008532|A5082771661|A5023892723
W2028004671,2003.0,22,A5110188892|A5086173064
W1761546402,1997.0,15,A5086173064|A5044944954
W2158667932,2008.0,14,A5081008532|A5082771661|A5023892723
W2331912729,1997.0,14,A5085249287|A5052674568|A5024644588|A5102750074|A5058248679|A5044840543
W2107854034,2006.0,12,A5090064001|A5086173064
W2145290905,2005.0,11,A5078266193|A5081008532|A5082771661
W3098124506,2019.0,203,A5100371700|A5029882049|A5088658365|A5063837575|A5056709899|A5058284930|A5046126345
W2161116977,2012.0,190,A5006700143|A5080265907|A5033563552|A5017533451
W2623845346,2016.0,62,A5035399743|A5000852169|A5004281470
W2952030759,2014.0,62,A5081008532|A5036258938|A5034406723
W2123726161,2013.0,52,A5084395089|A5000017075|A5057650206
W2900077509,2018.0,49,A5091625866|A5006931655|A5076398343|A5047197460|A5086173064|A5011419489
W4235991331,2021.0,49,A5084502036|A5005129420|A5063557800|A5101965763|A5017393131|A5080265907
W3024446855,2020.0,48,A5028327260|A5054043838|A5023796355|A5045705124|A5004892784|A5076653924|A5086453253
W2142978122,2012.0,42,A5042396378|A5086173064|A5103117754
W2123252183,2012.0,39,A5061825460|A5086173064
W4298264519,2014.0,36,A5081008532|A5036258938|A5034406723
W1571597797,2013.0,32,A5034682188|A5002597222|A5081008532
W2788624819,2018.0,30,A5015797850|A5020034316|A5082294805|A5035399743|A5004281470
W2950772574,2015.0,29,A5064524955|A5075173651|A5012427130|A5072656277|A5061810530|A5081008532|A5058840149
W4287708700,2020.0,28,A5089592034|A5004281470|A5070829652
W2108522828,2010.0,25,A5024644588|A5057734222|A5015679618|A5053320228|A5107521267
W2112239098,2009.0,25,A5010084304|A5086173064|A5020756820
W2914159234,2019.0,25,A5039784085|A5069919112|A5019394008|A5056057774|A5029283880|A5060129312|A5077179813|A5046126345|A5024795472
W4372272969,2023.0,24,A5087929857|A5015441797|A5052593379|A5026429870|A5004281470
W4361807105,2023.0,23,A5089592034|A5070829652|A5055948281|A5004281470
W2281797375,2010.0,19,A5004281470|A5059273574
W2948847269,2019.0,18,A5036249488|A5083742002|A5086173064|A5071093940
W2138170247,2014.0,17,A5009092137|A5086173064|A5089639500
W1534972029,2005.0,16,A5004281470|A5008267833
W2783178239,2018.0,16,A5000522111|A5061127138|A5086173064
W2890828286,2018.0,16,A5042897421|A5075033995|A5026763824|A5036171512
W2130565958,2004.0,15,A5044103445|A5004281470
W3043865406,2020.0,15,A5089592034|A5004281470|A5070829652
W2130056990,2012.0,14,A5082381994|A5086173064|A5054178937
W2914115734,2019.0,14,A5047197460|A5005193721|A5086173064|A5027711113
W4287864749,2020.0,14,A5051908691|A5074859879|A5037371592|A5086173064
W1997061253,1998.0,13,A5086173064
W2072219467,2013.0,13,A5082912418|A5045132686|A5084395089|A5033656008
W2132305341,2012.0,13,A5014452770|A5084395089|A5057650206|A5036485959
W2592431975,2017.0,13,A5043614405|A5076876084|A5086934220
W2963681578,2016.0,13,A5035399743|A5004281470
W3011396392,2020.0,13,A5010637429|A5051908691|A5086173064
W3094215859,2020.0,13,A5020915093|A5086934220
W4221140362,2022.0,13,A5018152054|A5081953757|A5064910304|A5004281470
W4388788960,2023.0,13,A5024099895|A5049055745|A5046126345
W2595767595,2016.0,12,A5035399743|A5085552588|A5004281470
W2899223129,2019.0,12,A5056630304|A5089533997|A5034406723|A5081008532
W2949529077,2016.0,12,A5034406723|A5036258938|A5081008532|A5000209112
W3006762792,2020.0,12,A5051908691|A5074859879|A5037371592|A5086173064
W3037966274,2020.0,12,A5077142904|A5019655566|A5063557800|A5084044470|A5080265907|A5085054435
W2150028575,2005.0,11,A5113531029|A5004281470
W2952068623,2016.0,11,A5008727361|A5103177535|A5077451185|A5086173064
W3044134740,2020.0,11,A5034406723|A5081008532|A5101500495|A5012168451|A5038043083|A5061164871
W2962772482,2019.0,4400,A5091251187|A5003777693|A5071524745|A5023007469|A5024505700|A5044898565
W2055957857,1999.0,3185,A5064753440
W2002781392,2006.0,2510,A5064753440|A5083730471
W2147453867,2006.0,2152,A5058815871|A5040821463|A5000679279
W2150375325,2007.0,1866,A5000679279|A5040821463
W2049607688,2006.0,1722,A5066696247|A5000679279
W2896252141,2018.0,1698,A5033716467|A5071796852|A5009041563|A5090439638|A5034266052|A5040553648|A5029258117|A5009232244
W1967579779,2011.0,1662,A5006700143|A5081429241|A5078651528|A5000679279
W2097050150,2004.0,1155,A5000679279
W4249130062,2011.0,1014,A5000679279|A5029418921
W2012580531,2007.0,1009,A5024505700|A5009248582|A5036237095|A5044898565
W2156696311,2009.0,1005,A5085605221|A5064753440
W2112896229,2011.0,952,A5110467021|A5081429241|A5078651528|A5000679279
W2157085604,2009.0,902,A5066696247|A5000679279
W2005011082,1999.0,881,A5089767940|A5064753440|A5090414446
W2053634345,2003.0,881,A5040821463|A5001893057|A5000679279
W2910172717,2019.0,830,A5064753440|A5085310285
W2161818974,2013.0,764,A5013062869|A5026111773|A5064753440|A5019959788|A5083078877
W2101108259,2011.0,674,A5002041772|A5044898565|A5100744117|A5024505700|A5038976962
W4244993254,1999.0,641,A5064753440
W2147634746,2010.0,637,A5027036879|A5081429241|A5020965594|A5106235930|A5000679279
W2178843456,2015.0,629,A5027036879|A5048789742|A5081429241|A5000679279
W2067919779,2004.0,567,A5040821463|A5000679279
W2040335018,2005.0,534,A5064753440|A5001578278
W2041411104,2009.0,528,A5078651528|A5000679279
W2142811312,2005.0,487,A5041273626|A5037608057
W2735460460,2010.0,474,A5078651528|A5000679279
W2015344683,2004.0,457,A5041273626|A5037608057
W1986252988,2004.0,436,A5040821463|A5000679279
W2030626443,2003.0,407,A5038599704|A5103573264|A5064753440
W2074322930,2002.0,384,A5033548450|A5064753440|A5078721850
W2119688590,2005.0,368,A5077845674|A5064753440|A5001578278
W2594770789,2004.0,361,A5041273626|A5037608057
W1979023017,2002.0,351,A5085605221|A5064753440|A5078721850|A5090414446|A5026111773|A5001578278
W2125349172,2008.0,336,A5066696247|A5055710645|A5000679279
W2071741586,2004.0,334,A5064753440|A5085605221|A5026111773|A5030688487
W2064786700,2007.0,326,A5000679279
W2106114848,2011.0,322,A5051257652|A5000679279
W120264976,2006.0,317,A5075414122|A5038976962|A5000679279
W2994120362,2019.0,312,A5091251187|A5003777693|A5024505700|A5044898565|A5071524745|A5023007469
W2161335593,2005.0,307,A5000679279|A5001893057|A5103485800|A5040821463
W2570573182,2017.0,306,A5000679279
W1893888233,2021.0,295,A5004209770|A5052856215|A5049879333|A5043254641
W2100794159,2008.0,291,A5026111773|A5064753440|A5087216909|A5001578278
W2949527586,2019.0,289,A5065584136|A5006793496|A5038450501|A5042578735
W2137816973,2002.0,287,A5064753440
W2772751317,2017.0,274,A5006793496|A5043262638|A5068556395
W2106668931,2007.0,270,A5033935340|A5002658393|A5040821463|A5000679279
W2084480800,2006.0,264,A5064753440|A5057792288|A5026111773|A5056778252|A5030688487
W2159715821,2002.0,263,A5064753440|A5085605221
W2400093065,2016.0,263,A5013450193|A5037698996|A5050716607
W2043725843,2008.0,259,A5091389236|A5026111773|A5064753440
W2171256723,2010.0,258,A5013616417|A5066582682|A5041273626
W3000950628,2020.0,253,A5033716467|A5071796852|A5040553648|A5009232244|A5029258117
W1975147598,2000.0,252,A5064753440|A5067534857
W3134795567,2021.0,246,A5002359736|A5037669899|A5060046382|A5072560560|A5048344653|A5041273626|A5020247420|A5036568372|A5082923475
W1995627016,2005.0,227,A5057792288|A5064753440
W1993879598,2004.0,225,A5041273626|A5060046382|A5040670240|A5059879982|A5082923475
W1796112755,2016.0,219,A5004209770|A5091342446|A5089539629|A5005474414
W2145989172,2013.0,219,A5064753440
W2097781223,2010.0,216,A5027036879|A5078651528|A5000679279
W2064612354,1999.0,212,A5089767940|A5064753440|A5090414446|A5056738350|A5027057875|A5017447897|A5001354201|A5010108912
W2081896594,2012.0,212,A5100378605|A5051257652|A5000679279
W3155429164,2021.0,212,A5005003544|A5085310285|A5064753440|A5026111773
W1572494897,2008.0,196,A5024505700|A5044898565
W2965970765,2019.0,194,A5044898565|A5024505700|A5091251187|A5003777693|A5071524745|A5023007469
W2973159684,2019.0,193,A5084936290|A5035470216|A5004209770|A5008452854|A5029882049|A5038233956
W1914856875,2011.0,179,A5004209770|A5088517824|A5089539629
W2020358772,2010.0,177,A5102962995|A5078651528|A5081429241|A5000679279
W2028085631,2013.0,177,A5036568372|A5062806548|A5041273626
W2153889808,2011.0,177,A5000868394|A5039133265|A5103852640
W1593806347,2009.0,174,A5044898565|A5071524745|A5023007469
W2061149408,2013.0,174,A5077250901|A5064753440
W2070233361,2008.0,172,A5042132852|A5000176873|A5000540315|A5057130762
W4205365706,2022.0,172,A5086904102|A5052641887|A5071524745|A5044898565|A5114376321
W2090754762,2014.0,168,A5000679279
W2030821424,2013.0,155,A5002578025|A5074755166|A5009349156|A5021997838
W2064219096,2014.0,155,A5042478758|A5027031870|A5080269973|A5064753440|A5026111773|A5019959788|A5018918501|A5063000364
W2084529858,2004.0,155,A5085605221|A5064753440
W3035317046,2020.0,147,A5056189765|A5004209770|A5007426895
W4282832862,2022.0,146,A5058815871|A5040821463|A5000679279
W2788769980,2018.0,145,A5027031870|A5019959788|A5091072279|A5000146150|A5064753440|A5026111773
W2265595858,2016.0,138,A5043155699|A5081429241|A5080592530|A5048789742|A5000679279
W2094954292,2009.0,137,A5000540315|A5057130762|A5010028928|A5084949286
W2340840968,2016.0,136,A5103163280|A5078651528|A5051257652|A5000679279
W2469717596,2016.0,136,A5068819495|A5055067049|A5073578227|A5032926589|A5044898565|A5024505700
W2056914870,2007.0,133,A5000540315|A5057130762|A5088495681
W2508833275,2016.0,132,A5002595735|A5068819495|A5044898565|A5024505700
W3142376279,2021.0,131,A5000679279|A5054707908|A5080732494
W2758041078,2018.0,130,A5040419676|A5015101188|A5033716467|A5071796852|A5009232244|A5053209283|A5041089506
W1972007776,2007.0,129,A5041273626|A5035375830|A5050674002|A5082923475|A5037608057
W2132609289,2013.0,128,A5004209770|A5091342446
W2008258946,2012.0,127,A5062211540|A5013062869|A5033103353|A5026111773|A5064753440|A5042478758|A5083078877|A5019959788|A5078402260
W2076789813,2008.0,127,A5023749345|A5000679279
W3087249241,2020.0,127,A5057130762|A5035408699|A5005445295|A5033770290
W4241077497,2011.0,126,A5066926540|A5080833581|A5029418921|A5000679279
W2981916298,2019.0,124,A5033716467|A5049634702|A5083742002|A5071796852|A5071093940|A5040553648|A5029258117|A5009232244
W2143592917,2004.0,122,A5030688487|A5085605221|A5064753440|A5078721850
W2093560090,2011.0,119,A5036568372|A5066582682|A5041273626
W2529347810,2016.0,119,A5049216983|A5037698996
W2004120358,2011.0,118,A5013062869|A5064753440|A5026111773|A5063000364
W2077505261,2009.0,115,A5058815871|A5000679279
W4399366359,2024.0,115,A5086827245|A5010924288|A5054707908|A5024312485|A5000679279
W2899708929,2018.0,113,A5000146150|A5019959788|A5026111773|A5064753440|A5037853931|A5083899261
W2346369599,2016.0,111,A5027031870|A5062211540|A5042478758|A5026111773|A5064753440|A5019959788
W151050323,2018.0,108,A5062211540|A5080269973|A5064753440|A5019959788|A5026111773|A5063000364
W2206881958,2015.0,108,A5068819495|A5044898565|A5032926589|A5024505700
W3164981150,2021.0,104,A5064753440|A5085310285|A5005003544|A5026111773
W2790854217,2019.0,103,A5008115861|A5044898565|A5024505700|A5044033087
W2907985453,2018.0,102,A5068556395|A5006793496|A5042234223
W3042015757,2020.0,102,A5009143737|A5040214178|A5064802580
W1991339018,2010.0,100,A5091389236|A5064753440|A5063000364
W4399167792,2024.0,99,A5026721037|A5000679279|A5056499434
W2154819126,2014.0,97,A5004209770|A5049879333|A5091342446|A5052856215|A5044106533|A5043254641|A5005474414
W2052138360,2014.0,96,A5021836148|A5051455237|A5003777693|A5044898565|A5024505700
W2069966778,2007.0,96,A5042853862|A5064753440
W1931417870,2015.0,93,A5036568372|A5034962123|A5103224652|A5041273626
W2944771437,2019.0,91,A5079756254|A5080482016|A5013750306|A5110862612|A5042805137|A5000679279|A5043896474
W2187648190,2015.0,88,A5059674609|A5024505700|A5068819495|A5044898565|A5070929859
W2586959985,2017.0,87,A5050286782|A5088154863
W3108150888,2020.0,87,A5101603392|A5026955772|A5045130086|A5062617254|A5028262912|A5059565490
W3206050115,2021.0,82,A5061160911|A5002981651|A5024505700|A5039916323|A5056226566|A5051851888|A5004099218|A5044898565|A5035070413
W1768479425,2014.0,81,A5058144931|A5036568372|A5066582682|A5041273626
W4281482989,2022.0,81,A5089041260|A5026111773|A5064753440|A5019959788
W4294489618,2022.0,77,A5004209770|A5101617078|A5111941271|A5114594133|A5069269172|A5065893759|A5051641764
W2114532600,2014.0,76,A5036998377|A5002595735|A5024505700|A5044898565
W3177019841,2021.0,76,A5021515262|A5050415063|A5020199695|A5070491108|A5044898565
W4324155120,2023.0,76,A5021515262|A5054087761|A5004951359|A5024505700|A5044898565|A5050415063|A5024898168
W2895595573,2018.0,73,A5064753440
W2163120951,2014.0,71,A5077250901|A5064753440
W2964259088,2018.0,71,A5007614437|A5035408699|A5005445295|A5057130762
W2899107503,2018.0,69,A5009143737|A5040214178|A5064802580
W2598724967,2017.0,63,A5091072279|A5075777279|A5026111773|A5064753440|A5012564044
W2140223716,2014.0,62,A5027031870|A5062211540|A5064753440|A5026111773|A5019959788
W4229079448,2022.0,59,A5085310285|A5005003544|A5064753440
W3121873183,2022.0,53,A5081655818|A5031680408|A5006578976|A5072573663|A5081806727
W4226158522,2022.0,52,A5024537982|A5000868394|A5076021360|A5068414530
W2886542723,2018.0,51,A5109865927|A5058589853|A5064802580
W2912716614,2019.0,51,A5091072279|A5021121454|A5027031870|A5019959788|A5026111773|A5064753440
W2963402068,2018.0,49,A5009041563|A5083742002|A5038897083|A5033716467|A5071796852|A5071093940|A5009232244
W2035054118,2005.0,48,A5074755166|A5021997838
W2463751792,2007.0,48,A5000679279|A5091031461|A5081572800|A5000679279
W3200108831,2021.0,48,A5053449040|A5045600725|A5004209770
W3135748852,2021.0,44,A5030262115|A5033716467|A5017534262
W4211227699,2022.0,38,A5026111773|A5064753440
W4386897194,2023.0,37,A5089041260|A5085310285|A5073970795|A5084560104|A5026962678|A5064753440|A5019959788|A5026111773
W4225257967,2022.0,35,A5064753440
W2123562213,2015.0,33,A5037698996|A5050716607|A5054575790|A5049216983
W1986777098,2003.0,31,A5074755166|A5021997838|A5106266189
W3154841881,2021.0,31,A5045620226|A5000679279
W4309348012,2022.0,29,A5091251187|A5003777693|A5071524745|A5082937374|A5023007469|A5044898565|A5024505700
W2735956829,2017.0,27,A5078903072|A5064753440
W4328054190,2023.0,25,A5011195481|A5011168888|A5101446790|A5000679279
W4396870717,2024.0,24,A5059707689|A5041273626|A5034372799|A5020247420|A5036568372
W4399587624,2024.0,23,A5073317997|A5026955772|A5001998760|A5100606436
W4284965931,2022.0,22,A5006793496|A5042234223
W4408341583,2025.0,22,A5006793496|A5042234223
W4402034817,2024.0,19,A5026955772|A5034429034|A5041649856|A5022621796|A5059565490
W2963950151,2019.0,18,A5063004648|A5058589853|A5059894525|A5040214178|A5028227011|A5064802580
W4396230711,2024.0,16,A5103204998|A5091251187|A5044898565
W4411789614,2025.0,12,A5085310285|A5005003544|A5064753440
W4224990196,2022.0,11,A5053449040|A5041422747|A5004209770|A5047078123
W2167918466,2003.0,129,A5070076188|A5074755166|A5021997838|A5106266189
W2108360756,2004.0,125,A5086720770|A5004209770|A5034865714
W2019703811,2011.0,121,A5036568372|A5066582682|A5041273626
W2035800463,2003.0,118,A5064753440
W2023039667,2009.0,116,A5062211540|A5064753440|A5063000364
W2054162326,2007.0,102,A5017316523|A5074755166|A5065926474|A5072990982
W1960771022,2010.0,99,A5022748824|A5064753440|A5026111773|A5110195429
W2068887099,2010.0,98,A5091389236|A5064753440|A5063000364
