id,publication_year,cited_by_count,author_ids
W2890845817,2018.0,43,A5100668503|A5043239430|A5102017383|A5100744707|A5101868311|A5100320723|A5046448314
W2567619939,2016.0,38,A5054571273|A5100320723|A5046448314
W2626865485,2017.0,36,A5086291887|A5082742221|A5033141618|A5100783310
W2782064370,2017.0,36,A5011195481|A5006939946|A5054160551|A5058840149|A5015728115
W3206618149,2021.0,30,A5011195481|A5030047353|A5007187227|A5052381671|A5046881273|A5035799220|A5101446790
W3165416482,2021.0,27,A5100668503|A5091743314|A5100660086|A5100320723|A5046448314
W1760271205,2014.0,26,A5023084721|A5002798141|A5041923525|A5082742221|A5113226689
W3017474822,2020.0,25,A5091819878|A5014699953|A5012930542|A5100667602|A5100320723|A5046448314
W2908137584,2018.0,23,A5043098453|A5102012660|A5101577090|A5100320723|A5046448314
W3080969698,2020.0,20,A5028131012|A5022660208|A5017942202|A5025798806|A5026974503|A5033128811
W3017131202,2020.0,19,A5046085212|A5043098453|A5051076151|A5106671208|A5108129241|A5046448314|A5100320723
W3123182082,2021.0,17,A5101584823|A5009724487|A5100717753|A5103226758|A5030183493|A5100320723|A5115592503|A5086603207|A5046448314
W4387947395,2023.0,16,A5047584056|A5011195481|A5088993890|A5002384334|A5054707908|A5101446790
W3163842580,2021.0,15,A5014699953|A5084039644|A5100320723|A5012930542|A5046448314
W2524017757,2016.0,14,A5009633508|A5101577090|A5100320723|A5046448314
W2889641747,2018.0,14,A5024174755|A5012930542|A5100320723|A5046448314
W3200723995,2021.0,14,A5003413850|A5043098453|A5046448314
W2337912830,2016.0,13,A5040961637|A5100713350|A5046448314
W3114219454,2020.0,13,A5102894085|A5043098453|A5016443523|A5100320723|A5108129241|A5075033889|A5044042138|A5046448314|A5100770464
W4393118975,2024.0,13,A5084817430|A5011195481|A5059223686|A5059645286
W3025040464,2020.0,12,A5011195481|A5031039880|A5078829915|A5076202690|A5071422618|A5101446790
W2949134457,2018.0,11,A5010176677|A5103210268|A5101084133|A5033129735|A5083670815|A5025213473|A5087676774
W2950292336,2016.0,11,A5101577090|A5100320723|A5091587552|A5046448314
W3137239592,2021.0,11,A5029722268|A5014699953|A5057030499|A5091819878|A5012930542|A5100667602|A5100320723|A5046448314
W4285246814,2022.0,11,A5044769715|A5082742221|A5033141618|A5086291887|A5109235256|A5111232094
W4395024804,2024.0,11,A5064154638|A5038550923
W2042493333,2015.0,598,A5058446604|A5111771495|A5090928686|A5111672074
W2131788519,2013.0,443,A5113610967|A5084175736|A5045839389
W1882303714,2014.0,429,A5059787882|A5070491108|A5011488053|A5001656908|A5110311576|A5073875709|A5032926589|A5111672074|A5025218537
W3122769140,2015.0,428,A5014797088|A5045839389
W2299288249,2016.0,400,A5076603414|A5034057987|A5111672074
W1544540079,2011.0,354,A5041695925|A5027903946|A5111672074|A5038976962|A5010495671
W2007145989,2014.0,310,A5079596102|A5031799782|A5046546654
W2125189556,2012.0,278,A5056217950|A5110311576|A5018158882|A5111672074
W2088722350,2012.0,274,A5111771495|A5055700341|A5111672074
W2513226432,2016.0,273,A5111771495|A5101183664|A5101893109|A5110272254|A5087843387|A5111672074
W2097225206,2012.0,272,A5081066624|A5056984416|A5111672074|A5069645767
W2106238360,2013.0,271,A5053957245|A5008643048|A5035276124|A5060540112|A5110242085|A5081036781
W1597211657,2014.0,259,A5071470205|A5037031836|A5032339413
W2891392898,2018.0,257,A5064171835|A5009103844|A5087340682
W2776184428,2017.0,240,A5002352296|A5084402010|A5064748776|A5111672074
W2059130674,2007.0,238,A5071470205|A5061556547|A5073795867
W2124536061,2015.0,236,A5063950837|A5074307594|A5018392096|A5044596386
W2765918009,2017.0,230,A5064171835|A5101689796|A5087340682|A5087711642
W2137036358,2013.0,223,A5059587110|A5024435233|A5001125856|A5026626448|A5071422618|A5028276052
W2403784626,2018.0,199,A5023482840|A5045839389
W1612283261,2015.0,188,A5081066624|A5072163094|A5110311576|A5111672074
W1036402534,2015.0,178,A5076603414|A5058446604|A5088260311|A5083638997|A5111672074
W2799727164,2018.0,173,A5100704962|A5076603414|A5101486419|A5029873060|A5111672074
W1993018897,2011.0,172,A5081314765|A5113610967|A5045839389
W1496580493,2013.0,151,A5059097958|A5086849442
W1986777559,2012.0,150,A5081066624|A5061810530|A5111672074
W2056705885,2006.0,149,A5111672074|A5026685515|A5065071611
W2150625289,2011.0,149,A5086849442|A5059097958|A5073356631
W2968972313,2019.0,146,A5101676626|A5074129504|A5044130443|A5017222566|A5071422618|A5071165387
W1995450933,2010.0,136,A5053957245|A5083575308|A5111495387|A5108375921|A5088372626|A5027816983|A5008643048|A5110242085|A5081036781
W2290561533,2012.0,136,A5044130443|A5075312264|A5075149019|A5071422618
W3188581123,2022.0,136,A5075756309|A5089789371|A5033107100|A5111672074|A5018158882
W2110338078,2007.0,131,A5071470205|A5055165935|A5061556547|A5024767562
W3175319024,2021.0,130,A5044130443|A5071422618|A5103216912|A5079458476|A5075283583|A5080731595
W4250420823,2020.0,128,A5076642772|A5064459726
W2622909094,2017.0,125,A5071470205|A5088339916
W2104425764,2011.0,123,A5061556547|A5071470205|A5013486786
W3012266030,2020.0,122,A5076143079|A5047678329|A5005931766|A5038940357|A5008291667|A5064234628
W2070499332,2011.0,112,A5071470205|A5036120539|A5036613297|A5060873310
W2049036198,2012.0,109,A5065680616|A5010967678|A5091588798|A5071470205
W4298502720,2014.0,108,A5025977681|A5058284930|A5007861811|A5008417409|A5071422618
W2167000629,2014.0,102,A5025977681|A5074698656|A5036739622|A5071422618
W3212567067,2021.0,102,A5076143079|A5006308310|A5017283574|A5008291667|A5072261415|A5038940357
W4247257461,2018.0,99,A5013773559|A5113610967|A5045839389
W2066426682,2015.0,97,A5112198067|A5053577098|A5083429126|A5009108933|A5071470205|A5032339413|A5111210461|A5076156098
W1958507769,2015.0,96,A5081066624|A5042159546|A5044452559|A5050981030|A5111672074|A5013670125
W2067677857,2015.0,96,A5071470205|A5030564620|A5060873310
W2767143098,2017.0,96,A5076642772|A5064602622|A5072427511
W2131055374,2014.0,95,A5037031836|A5032339413|A5071470205
W2803070037,2018.0,92,A5053957245|A5005462862|A5008643048|A5111670746|A5027548614|A5108247456|A5081036781
W2261418456,2016.0,91,A5026630892|A5017780534|A5084892128|A5053332520|A5080497445
W2590878907,2017.0,90,A5025977681|A5076202690|A5101446790|A5037525426|A5076826749|A5071422618|A5091272738
W2899322254,2018.0,89,A5113610967|A5045839389
W2094268994,2012.0,88,A5044130443|A5031071944|A5054775817|A5110272100|A5071422618
W2807096445,2019.0,88,A5070409088|A5100354592|A5053332520|A5012185727|A5003887059|A5004014878
W2125348886,2012.0,86,A5035698539|A5089452158|A5111672074|A5037732794
W2973890672,2019.0,85,A5053332520|A5074493480|A5017780534
W3049379054,2020.0,85,A5081236916|A5100704962|A5112523317|A5111672074|A5048877432
W2157463825,2014.0,77,A5080298742|A5032539868|A5014662127
W2794100783,2018.0,76,A5002352296|A5111672074
W2163986112,2014.0,75,A5112759035|A5071470205
W2964522467,2019.0,75,A5101689796|A5087711642|A5076973801|A5064171835
W4281994800,2022.0,71,A5072378604|A5075838314
W2938378145,2019.0,70,A5064171835|A5019110555
W3020225930,2020.0,68,A5044900790|A5030592945|A5055598077|A5059695586|A5077659457|A5056187332|A5078449873|A5071470205
W3037278709,2020.0,68,A5000313412|A5007534783|A5009798144|A5017554649|A5018053342
W4303112844,2018.0,66,A5040957572|A5064470161|A5069037107|A5071422618
W4225003266,2022.0,64,A5032161869|A5087889197|A5048615562|A5088339916|A5071470205|A5060761466|A5047492630
W3017297186,2020.0,61,A5026203505|A5052479172|A5044030753|A5046561315|A5038106530|A5038710769|A5024652723|A5111672074
W2109001640,2013.0,60,A5071470205|A5037031836|A5036120539
W2915655927,2019.0,56,A5012284206|A5086849442|A5009944975|A5059097958
W4206734233,2021.0,54,A5102851815|A5076642772|A5016428996
W4281389747,2022.0,51,A5059787882|A5057907135|A5024396732|A5079596102|A5031799782|A5007874154
W4401905398,2024.0,51,A5052553537|A5079596102|A5014662127
W2006027869,2007.0,49,A5110016649|A5045839389
W3096934659,2020.0,47,A5057159406|A5079596102
W3215518611,2021.0,45,A5005805290|A5071515737|A5071470205|A5036120539
W4392427626,2024.0,44,A5094063486|A5081836422|A5029174330|A5053332520
W4321495525,2023.0,38,A5036120539|A5005805290|A5071470205
W3128126632,2021.0,37,A5076642772|A5003433987
W4386839058,2023.0,36,A5055687038|A5087479121|A5086166846|A5111672074|A5054586972|A5025029489
W4385331026,2023.0,34,A5082407432|A5048266932|A5048615562|A5047492630|A5088339916|A5071470205
W4392283041,2024.0,34,A5000213324|A5037746846|A5000313412
W4288062065,2022.0,32,A5054906837|A5057767892|A5004246683|A5100704962|A5014416228|A5111672074
W2156323480,2012.0,30,A5045839389|A5077911233|A5100751253|A5076583469
W4390790698,2024.0,27,A5057767892|A5023050926|A5100704962|A5028892842|A5111672074
W4403329659,2024.0,26,A5062144439|A5034489649|A5059787882|A5079596102|A5031799782
W4306160603,2022.0,25,A5076642772|A5056734902|A5064602622|A5072427511
W4360979969,2023.0,24,A5078478165|A5076143079|A5063244823|A5065672174
W4225265769,2022.0,23,A5029722762|A5063880550|A5071470205|A5005618027|A5086222360|A5045948091|A5052610371|A5039438611|A5047319460
W2949135776,2020.0,22,A5040957572|A5064470161|A5069037107|A5071422618
W2147038762,2011.0,19,A5048198228|A5071470205|A5009354853|A5057175091|A5060873310|A5049414539
W4311484607,2022.0,15,A5082407432|A5048615562|A5087889197|A5047492630|A5088339916|A5006768210|A5071470205
W2105227864,2008.0,145,A5071470205|A5061556547|A5028593180
W2117651340,2008.0,136,A5063129213|A5001528235
W2057262248,2011.0,120,A5065680616|A5016889478|A5016741772|A5032561457|A5071470205|A5085621949
W1980353697,2012.0,113,A5090577058|A5063627333|A5081399680|A5045839389
W1973467304,2008.0,111,A5071470205|A5061556547|A5060873310
W2460341218,2010.0,101,A5059097958|A5012284206|A5014959983
W2035621094,2006.0,84,A5001528235|A5021464951|A5063129213|A5050952724
W1995082501,2014.0,81,A5076642772|A5064459726
W1987094625,2010.0,70,A5018392096|A5059792053
W1997988999,2012.0,69,A5066426583|A5105465556|A5071470205|A5060873310
W1790187478,2015.0,68,A5032539868|A5080298742|A5069885186|A5014662127
W2574802773,2016.0,64,A5071470205|A5060873310
W3100506776,2015.0,64,A5070407802|A5082358191|A5079596102
W2101633219,2014.0,62,A5012284206|A5059097958
W2002149415,2011.0,58,A5109984628|A5071470205|A5060868512
W2002500009,2004.0,58,A5045839389|A5019826665
W2104071108,2013.0,57,A5057573097|A5102832863|A5071422618
W2130993440,2014.0,57,A5071470205|A5036120539
W2090661338,2008.0,56,A5021464951|A5063129213|A5001528235
W2961112499,2019.0,55,A5020901777|A5045839389|A5039344853
W1951266153,2015.0,52,A5012895765|A5025579437|A5047654204|A5032926589|A5029099160|A5064288325|A5111672074
W2073200203,2014.0,52,A5030564620|A5101746906|A5046230056|A5071470205
W2811430620,2018.0,52,A5080710421|A5051843551|A5071470205|A5055037608|A5065508660|A5017073652|A5015213318|A5042506969
W2951629871,2019.0,52,A5080710421|A5051843551|A5071470205|A5055037608|A5065508660|A5017073652|A5042506969|A5015213318
W2131440803,2014.0,51,A5044130443|A5025977681|A5071422618
W2911025704,2019.0,48,A5084222212|A5076642772|A5063432471|A5050035833
W3145102307,2021.0,48,A5076642772|A5064602622|A5072427511
W2148413906,2015.0,44,A5054015042|A5071470205|A5077287995|A5011633762|A5006768210
W2068952861,2012.0,41,A5091588798|A5071470205|A5085621949
W2358000107,2016.0,41,A5020104747|A5049634383|A5074698656|A5071422618
W3035263879,2020.0,41,A5080710421|A5017073652|A5071470205|A5042506969|A5015213318|A5055037608|A5065508660|A5025106584|A5089683367
W3138044613,2021.0,41,A5076642772|A5064602622|A5072427511
W2772183342,2017.0,39,A5076642772|A5064459726
W3134303842,2021.0,39,A5005805290|A5024538936|A5071470205|A5022670126|A5036120539
W1594182567,2014.0,37,A5069037107|A5044130443|A5064470161|A5071422618
W2963843518,2018.0,37,A5100354608|A5053332520|A5054396931|A5014600496|A5073684178|A5004014878
W3092337196,2020.0,37,A5087889197|A5048615562|A5032161869|A5071470205|A5063968302|A5047492630
W2056580848,2011.0,36,A5071220716|A5075149019|A5071422618
W2264768434,2015.0,36,A5046584307|A5072781119|A5072378604|A5013473082
W2364057241,2016.0,36,A5025977681|A5078699564|A5077270335|A5071422618|A5049634383
W3012809106,2021.0,36,A5069828433|A5067019153|A5076143079|A5071483790|A5050675565
W4200082366,2021.0,35,A5013393563|A5015534379|A5019311588|A5053332520|A5017780534|A5033262697
W2164839244,2012.0,34,A5017222566|A5079596102|A5036669088|A5065692438
W2507025612,2016.0,34,A5046138353|A5086849442|A5059097958
W2615434713,2017.0,34,A5008643048|A5027555311|A5053957245|A5060003450|A5081036781
W2885922515,2018.0,34,A5101689796|A5064171835
W3194832534,2021.0,34,A5055687038|A5086166846|A5111672074|A5025029489
W1548951657,2021.0,32,A5041136131|A5016952117|A5079144308|A5071422618|A5062807811
W2950884311,2020.0,32,A5001887300|A5056931132
W4214647333,2022.0,32,A5023783426|A5111672074
W1549887604,2015.0,31,A5054316864|A5044130443|A5058284930|A5071422618
W3018483767,2020.0,31,A5085378897|A5079596102|A5024396732
W3098960865,2014.0,31,A5003220678|A5031799782|A5020270223|A5079596102|A5057650206
W3135888077,2021.0,31,A5100704962|A5091533231|A5111672074
W2000924838,2013.0,30,A5032539868|A5068511908|A5033629846|A5036321054
W2041383383,2011.0,30,A5014288232|A5071470205|A5111682333
W2763300187,2017.0,30,A5028326739|A5053332520
W2229327676,2016.0,29,A5070463669|A5079596102|A5024396732
W2157118233,2011.0,27,A5076550529|A5038276780|A5066778919|A5071470205|A5032741510
W2375074454,2016.0,27,A5076202690|A5060733666|A5025977681|A5074698656|A5054225034|A5071422618
W2976571355,2019.0,27,A5041638381|A5064470161|A5060898370|A5077160360|A5058284930|A5071422618
W2908620332,2019.0,26,A5039079864|A5002952880|A5001192084|A5071799098|A5060607844|A5067086870|A5111672074
W2302141087,2015.0,25,A5036120539|A5036964054|A5071470205
W1968407925,2014.0,24,A5059731779|A5025977681|A5071422618|A5051690097|A5009128820|A5111383811
W2111478485,2014.0,24,A5044130443|A5025977681|A5071422618|A5114406750
W3160358071,2021.0,24,A5082407432|A5071470205
W4226276650,2021.0,24,A5020901777|A5045839389
W2163899560,2011.0,23,A5041448254|A5075149019|A5054225034|A5053751744|A5071422618
W2049616197,2014.0,22,A5071422618|A5044130443
W2988462106,2019.0,22,A5034011439|A5076202690|A5071422618|A5074698656
W3087767176,2020.0,22,A5061040734|A5087214548|A5101402840|A5002469541|A5048877432|A5047724274
W2519935277,2016.0,21,A5081647621|A5079596102|A5072930694|A5108074729
W2612203245,2017.0,21,A5076143079|A5063244823|A5065672174
W4210999409,2022.0,20,A5089515863|A5076143079|A5063244823|A5065672174
W1484459821,2015.0,19,A5030564620|A5071470205|A5006915116|A5060873310
W2597489924,2017.0,19,A5071470205|A5023882384
W2903435756,2018.0,19,A5002352296|A5111672074
W3196685562,2021.0,19,A5048615562|A5071470205|A5006768210|A5052392890
W4248223608,2021.0,18,A5048615562|A5088339916|A5087889197|A5047492630|A5006768210|A5071470205
W4382468057,2023.0,18,A5068906697|A5032437519|A5085261603|A5010966904|A5064234628|A5076143079|A5008291667
W2961908190,2019.0,17,A5076143079|A5063244823|A5065672174|A5069280339
W4388420875,2023.0,17,A5048615562|A5088339916|A5071470205
W4281763180,2022.0,16,A5020087789|A5074129504|A5072223860|A5034008095|A5032539868|A5071422618
W4378232444,2023.0,16,A5087214548|A5023509726|A5017040952|A5059787882|A5048877432
W2253817241,2012.0,15,A5014455800|A5071422618|A5051690097|A5111383811|A5009128820
W229275971,2016.0,15,A5059731779|A5074698656|A5008894601|A5071422618
W3041533025,2020.0,15,A5066338475|A5075829616|A5015709423|A5108074729|A5087788538|A5079596102
W4380049786,2023.0,15,A5112933265|A5064171835
W2800151910,2018.0,14,A5101537420|A5074698656|A5071422618
W4200288583,2021.0,14,A5001809253|A5034011439|A5071422618|A5074698656
W4296079370,2022.0,14,A5029046677|A5078906245|A5087214548|A5055392181|A5059834359
W3042891516,2020.0,13,A5079761220|A5020247016|A5009801052
W4360601214,2023.0,13,A5036120539|A5082407432|A5071470205
W2787943950,2018.0,12,A5069498415|A5076202690|A5072223860|A5031849940|A5032539868|A5071422618
W4285138772,2022.0,12,A5072261415|A5019399575|A5006308310|A5076143079|A5017283574|A5038940357
W4285727358,2022.0,12,A5028984379|A5055099183|A5048799673|A5111672074
W4306154484,2022.0,12,A5076143079|A5014698350|A5005931766|A5080229297|A5024165306|A5008291667|A5038940357
W4319841668,2023.0,12,A5071001970|A5048615562|A5087889197|A5047492630|A5088339916|A5023882384|A5071470205
W3204820225,2021.0,11,A5065667310|A5030210720|A5000030011|A5067889485|A5079596102
W4401845765,2024.0,11,A5020925570|A5076143079|A5036395763|A5057150812
W2148327337,2007.0,45,A5071422618|A5101998685|A5007649650|A5103244761|A5079349226
W2068559758,2007.0,44,A5091329986|A5111672074|A5106482033|A5027108467|A5065071611
W2080965464,2006.0,42,A5061556547|A5071470205|A5079750264
W2138275949,2010.0,41,A5071470205|A5091588798|A5112759035
W2153533346,2005.0,38,A5071422618|A5046490531
W2003451822,2008.0,35,A5071470205|A5040768864|A5057026642|A5037440001
W1780154823,2015.0,34,A5059787882|A5077743516|A5048738205|A5079596102|A5031799782
W2086658417,2011.0,32,A5071422618|A5102832863
W2054738526,2013.0,31,A5025579437|A5055148517|A5069645767|A5111672074
W2005480231,2009.0,30,A5100383517|A5111672074
W1972564698,2010.0,29,A5057815458|A5045839389
W2026644166,2013.0,29,A5025977681|A5042176198|A5071422618|A5054225034
W15988238,2013.0,27,A5041638381|A5044130443|A5025977681|A5071422618
W1587968027,2010.0,25,A5053332520|A5019446590|A5085260749|A5080497445
W2904991071,2022.0,25,A5041638381|A5064470161|A5058284930|A5071422618
W2063767746,2010.0,24,A5036120539|A5071470205|A5022670126
W3047313758,2020.0,22,A5039189324|A5002352296|A5111672074|A5040239324|A5107824825|A5084402010
W2943496110,2019.0,21,A5071470205|A5036120539
W3021274097,2020.0,21,A5055929171|A5079596102|A5002020728
W4252298396,2010.0,21,A5053332520|A5019446590|A5085260749|A5080497445
W2023288998,2013.0,20,A5076642772|A5064459726
W2811115626,2018.0,20,A5046561315|A5086986003|A5017223442|A5059867481|A5019048636|A5111672074
W2962713061,2018.0,20,A5057159406|A5079596102|A5108074729
W2137331635,2011.0,19,A5074698656|A5071422618
W3007816438,2020.0,19,A5087008823|A5036120539|A5071470205
W2066642629,2012.0,18,A5036859590|A5059097958|A5077226339
W2292408892,2016.0,18,A5076642772|A5064459726
W2337965323,2016.0,18,A5101537420|A5025977681|A5076202690|A5071422618
W4251889665,2019.0,18,A5020901777|A5045839389|A5039344853
W2094347086,2013.0,17,A5036120539|A5071470205|A5036964054
W1916638027,2021.0,16,A5044130443|A5034153476|A5071422618|A5074716096
W2034428220,2014.0,15,A5044130443|A5025977681|A5071422618|A5114406750
W3092086216,2020.0,15,A5071470205|A5031561162|A5078459849|A5067011899|A5009210458|A5048615562
W2160563103,2011.0,14,A5080690148|A5053332520|A5084892128|A5080497445
W2346997479,2016.0,14,A5050131784|A5002454564|A5051954808|A5086321313|A5021197359|A5076808584|A5071422618
W2394762924,2016.0,14,A5024320659|A5104045637|A5071422618
W2967870516,2019.0,13,A5037688322|A5047862613|A5086793032|A5008643048|A5047420261
W3023999998,2020.0,13,A5101689796|A5064171835|A5061960454|A5020296382|A5076973801
W4200507383,2021.0,13,A5013366431|A5047557288|A5079596102
W2914746216,2019.0,12,A5034011439|A5059731779|A5014398832|A5071422618|A5074698656
W3094841768,2020.0,12,A5036120539|A5022670126|A5071470205
W3186318658,2021.0,12,A5071470205|A5082407432|A5036120539
W4312075326,2022.0,12,A5066338475|A5075829616|A5079596102|A5087788538|A5108074729|A5015709423
W2963328115,2016.0,11,A5081647621|A5079596102|A5072930694|A5101647300
W4318990370,2023.0,11,A5090717977|A5032539868|A5014662127
W1499427961,2005.0,47,A5018392096|A5077155985|A5109879262|A5059792053
W2083902532,2013.0,27,A5036120539|A5071470205|A5109007676|A5008278230|A5108710367|A5001299815
W1581380566,2008.0,24,A5071422618|A5007649650|A5101998685|A5103244761|A5079349226
W2153983881,2005.0,19,A5071422618|A5080692642
W2785357069,2018.0,19,A5012185727|A5053332520|A5100354659|A5067359070|A5044191947|A5004014878
W4251722402,2018.0,19,A5040957572|A5041638381|A5064470161|A5071422618
W1843264174,2010.0,16,A5071470205|A5109984628
W2750853146,2017.0,16,A5076143079|A5063244823|A5065672174|A5080210759|A5028647762
W2791744965,2018.0,16,A5080710421|A5051843551|A5071470205|A5055037608|A5065508660|A5017073652|A5015213318|A5042506969
W2069944353,2012.0,15,A5036120539|A5071470205
W2119385441,2005.0,15,A5001528235|A5082031432|A5021464951|A5063129213
W3155332649,2015.0,14,A5012794147|A5109593357|A5071422618|A5014455800|A5110761464|A5109803327
W2211659822,2015.0,13,A5011512226|A5018392096|A5059792053
W2560162498,2016.0,13,A5085818681|A5112456168|A5044402671|A5035756067|A5111672074|A5103326255
W2623705857,2017.0,12,A5018392096|A5110328496
W2914858760,2019.0,11,A5113509008|A5053332520|A5017780534|A5080497445
W2991025303,2019.0,11,A5078497733|A5009164791|A5107927882|A5071470205
W3045484380,2020.0,11,A5071470205|A5088339916
W71837707,2011.0,14,A5071470205|A5109984628
W2292202772,2009.0,11,A5030423554|A5009801052
W2953145849,2012.0,118,A5081066624|A5056984416|A5069645767|A5111672074
W2299844149,2016.0,85,A5074129504|A5044130443|A5076202690|A5084891661|A5071422618
W1778568565,2014.0,37,A5025977681|A5058284930|A5007861811|A5008417409|A5071422618
W3214586949,2023.0,32,A5100337210|A5100746182|A5100610986|A5004014878|A5053332520|A5100354571
W3003579202,2019.0,31,A5036580323|A5057159406|A5079596102
W3095366218,2020.0,30,A5073104450|A5000213324|A5000313412
W2963492732,2015.0,26,A5041136131|A5016952117|A5079144308|A5071422618|A5062807811
W1952483156,2009.0,23,A5018392096|A5059792053
W2479133018,2016.0,21,A5112218117|A5110016649|A5036094575|A5045839389|A5113522212
W2222460899,2015.0,18,A5006851333|A5062285456|A5054249932|A5061246300|A5080497445|A5053332520|A5029249775|A5100393792
W2964168222,2018.0,18,A5081647621|A5079596102|A5072930694|A5101647300
W2591927509,2017.0,13,A5041638381|A5064470161|A5060898370|A5077160360|A5058284930|A5071422618
W4300867149,2018.0,13,A5103045221|A5100354592|A5053332520|A5012185727|A5003887059|A5004014878
W3038314061,2020.0,12,A5089856017|A5053332520|A5072777494|A5048330561
W3086577903,2020.0,11,A5004882355|A5064171835|A5101689796|A5002085983
W3122782273,2013.0,11,A5113610967|A5084175736|A5045839389
W2072701859,2010.0,941,A5054586972|A5034372799|A5045565551
W2792835787,2018.0,798,A5021448872|A5051846732|A5047055323
W2962749469,2016.0,783,A5030826237|A5056401069|A5076189854|A5100450462
W2887089210,2018.0,596,A5081655818|A5033358542|A5006578976|A5072573663|A5081806727
W2281926242,2016.0,503,A5047055323|A5021448872
W3123284913,2018.0,491,A5081655818|A5083205167|A5006578976|A5072573663
W2588334501,2017.0,462,A5021261847|A5076189854|A5011012964|A5091272738
W2114007117,2004.0,457,A5021448872|A5004337400
W2102679165,2000.0,413,A5021448872|A5015356258
W2127785456,2010.0,413,A5033428202|A5108099500|A5110272100|A5076189854|A5028125399
W2185162519,2015.0,403,A5067150247|A5044476598|A5049950427|A5008034843|A5074786572|A5080364708|A5052854928|A5020912645|A5063418302
W1985861898,2012.0,392,A5029891941|A5021448872|A5040298130|A5035800370
W2117744325,2013.0,357,A5076189854|A5006700143|A5004439426|A5038907218
W1594207996,2021.0,350,A5076189854|A5013065278|A5057744915|A5020382643|A5020484324|A5052910635
W2273847690,2016.0,319,A5089313267|A5100687676|A5076189854
W2006218290,2012.0,314,A5059787882|A5070491108|A5014048759|A5033081182|A5042890616|A5039841997|A5031799782|A5025218537|A5046546654
W2036625304,2011.0,307,A5076189854|A5023292508|A5091023123|A5028448267
W2062658884,2006.0,297,A5084965768|A5023550565|A5076189854|A5039522737|A5083064518|A5025621198|A5102124557
W2346769983,2016.0,289,A5038267865|A5029891941|A5021448872|A5017938670
W2972303222,2019.0,286,A5021448872|A5047055323
W2999130971,2020.0,282,A5021448872|A5045879688|A5011776538|A5010550929
W2028958988,2004.0,269,A5021448872|A5023868468
W2055699460,2015.0,265,A5018318827|A5005874730|A5076189854|A5016584087|A5065990443|A5048987475|A5097430998
W1987989636,2008.0,263,A5015663807|A5021448872|A5067730497|A5086761239
W2119114901,2013.0,251,A5004337400|A5021448872
W2155384891,2002.0,234,A5021448872|A5032672215|A5086937554
W2044360356,2014.0,230,A5070753993|A5100744117|A5109067519|A5040715593|A5031120336|A5038976962|A5061160911
W3121777717,2018.0,221,A5081655818|A5112261912|A5006578976|A5072573663
W4366003124,2023.0,221,A5031345752|A5061956068|A5019815997|A5039540205|A5076189854|A5032451496
W2028953510,2014.0,220,A5080179499|A5003378492|A5062258537|A5063574664|A5045138685|A5037671485|A5030125352|A5048264180|A5076189854
W2911495503,2019.0,205,A5027598056|A5048174088|A5047055323|A5021448872
W3105186473,2016.0,205,A5054586972|A5045565551
W2034045724,2015.0,197,A5078526118|A5100423789|A5034032356|A5031120336|A5027632476|A5057122764
W3034223452,2020.0,195,A5071778778|A5023084721|A5057564770|A5015966835|A5084989076|A5021404900|A5067559915|A5069476228|A5002798141
W2038924341,2015.0,186,A5078443228|A5076189854|A5023550565
W2747121724,2017.0,177,A5090872107|A5062906910
W2942399136,2019.0,169,A5016584087|A5076189854
W2143890915,2014.0,158,A5101542158|A5022811687|A5060909587|A5076189854|A5012740359|A5100450462
W142192487,2016.0,147,A5090872107|A5101478184
W2135313865,2013.0,143,A5016371653|A5068182184|A5016146759
W3047508744,2020.0,143,A5052318783|A5032451496|A5100450462|A5045528962|A5076189854
W2611520706,2017.0,141,A5016584087|A5076189854|A5065106026
W2053603403,2013.0,139,A5054586972|A5045565551
W3015901428,2020.0,132,A5081655818|A5101761266|A5021953169|A5006578976|A5049963078|A5072573663
W2124793952,2015.0,122,A5021261847|A5032417423|A5014724580|A5076189854
W3108273607,2020.0,122,A5076235905|A5049570488|A5082033256|A5036651204
W2130449371,2014.0,121,A5002037511|A5032509238|A5021448872|A5046053642
W4225006216,2022.0,117,A5026198819|A5101479345|A5101836529|A5011076157|A5045528962|A5015518638|A5076189854
W2094485533,2015.0,115,A5021261847|A5076189854
W2563082956,2016.0,111,A5076235905|A5044448103|A5081209856|A5042049771|A5053964476
W2092968057,2015.0,105,A5021448872|A5047055323|A5082155200|A5049082865|A5047577457|A5064325969
W2564830698,2016.0,105,A5033055029|A5021448872|A5037225650
W2982439555,2019.0,105,A5047055323|A5021448872|A5024590923|A5084961631
W2788511872,2018.0,104,A5038267865|A5021448872|A5029891941|A5017938670
W2124901240,2015.0,103,A5078443228|A5045230890|A5023192409|A5076189854|A5023550565
W1968632761,2010.0,99,A5012436815|A5052854928
W2057283903,2014.0,96,A5078443228|A5059955534|A5076189854|A5023550565
W2140225336,2014.0,96,A5031038372|A5059244907|A5042366766|A5007307617|A5076189854
W2795378892,2018.0,92,A5032451496|A5055452554|A5076189854|A5100450462
W2030996146,2013.0,90,A5064325969|A5047312329|A5021448872
W2144764286,2014.0,89,A5002164091|A5021261847|A5076189854
W179163559,2007.0,86,A5084716051|A5021448872
W2339810009,2016.0,86,A5088589804|A5057564770|A5023084721|A5036544798|A5074836961
W2073342261,1997.0,80,A5032073780|A5081655818|A5109352538
W2166271992,2015.0,80,A5021448872|A5083913334|A5073084376
