id,publication_year,cited_by_count,author_ids
W2607476316,2017.0,43,A5108738107|A5019085667|A5091768073|A5064827570|A5065692438
W1965599059,2012.0,42,A5005904853|A5025067440
W2609474526,2017.0,40,A5108738107|A5091768073|A5019085667|A5064827570|A5065692438
W2587501828,2017.0,39,A5035337056|A5049634383
W2003571098,2014.0,38,A5005904853|A5025067440
W3088435213,2020.0,38,A5038897083|A5049634383
W2287054277,2017.0,36,A5009943357|A5049634383
W2558886717,2017.0,34,A5100355722|A5100738419
W2102167689,2018.0,33,A5102964654|A5023571961|A5103285429|A5000327528
W2158958618,2013.0,31,A5065819736|A5064827570
W2883487891,2018.0,31,A5075325907|A5057904875|A5053559282
W2896774031,2018.0,29,A5053559282|A5057904875
W3004865980,2020.0,28,A5009943357|A5049634383
W612489671,2012.0,26,A5057904875|A5076627572
W3213641282,2021.0,20,A5022564808|A5100452578
W2574737198,2017.0,18,A5065819736|A5064827570
W2604971865,2017.0,17,A5038897083|A5035808622|A5049634383
W4283759456,2022.0,16,A5019085667|A5064827570|A5065692438
W4385568052,2023.0,16,A5100355722|A5085094109
W4372347440,2023.0,14,A5009943357|A5049634383
W2990947531,2019.0,13,A5102775579|A5010028928|A5049634383|A5078699564
W4283066624,2022.0,12,A5051181345|A5038897083|A5049634383|A5078699564
W2621085796,2017.0,11,A5078699564|A5009943357|A5049634383
W2097319764,2001.0,133,A5049634383|A5000327528
W2031691288,2005.0,53,A5023571961|A5072397842
W1505652737,2004.0,48,A5036934218|A5023571961|A5051885478
W4256604369,2005.0,48,A5023571961|A5036934218
W1561746383,2012.0,39,A5064827570|A5053579952
W2774289563,2014.0,30,A5102964654|A5023571961
W2484414227,2008.0,28,A5057904875|A5076627572
W2104358524,2006.0,24,A5059546193|A5064827570|A5053579952
W2562565059,2016.0,24,A5025118144|A5044459771
W1737152717,2007.0,20,A5057904875|A5088534826
W2182566326,2012.0,19,A5000327528|A5023571961
W2564010453,2016.0,18,A5065819736|A5064827570
W1467391,2010.0,17,A5079458534|A5040772427
W1936677086,2013.0,17,A5049634383|A5086169451
W2057311514,2014.0,15,A5014943618|A5064827570
W3010993769,2020.0,13,A5102775579|A5010028928|A5049634383|A5078699564
W2156531970,2013.0,12,A5049634383|A5077509916
W2810030148,2018.0,12,A5009943357|A5049634383
W3006251828,2022.0,12,A5100355722|A5100738419
W638996160,2005.0,17,A5088534826|A5057904875
W2026558262,2011.0,16,A5049634383|A5086169451
W2098538948,2002.0,30,A5024803432|A5023571961
W1582196609,2002.0,16,A5023571961|A5072397842
W2140705211,2004.0,12,A5025090995|A5023571961|A5072397842
W1565217239,2005.0,150,A5088534826|A5057904875
W2950570631,2014.0,26,A5049634383|A5026380797
W241224330,2015.0,25,A5100452578|A5022564808
W3082302528,2020.0,23,A5079937813|A5100431792
W3034507702,2020.0,20,A5051181345|A5049634383|A5078699564
W2949751978,2016.0,16,A5100355722|A5100738419
W3105764998,2020.0,15,A5002709735|A5024377883|A5009943357|A5078699564|A5049634383
W1493310487,2006.0,653,A5006168965|A5075182059
W2002485998,2008.0,644,A5023829402|A5029521324
W1534860976,2006.0,557,A5011271066|A5006168965|A5075182059
W1994312033,2014.0,450,A5041209516|A5026197656
W2114201863,2012.0,415,A5029521324|A5023829402
W2314770590,2016.0,355,A5041209516|A5026197656
W4367016851,2023.0,262,A5019949140|A5049750015
W4402128637,2024.0,235,A5032351358|A5008962923
W2105920916,2015.0,231,A5041209516|A5026197656
W2596990011,2017.0,168,A5019949140|A5002041772|A5004745888
W2508123380,2016.0,161,A5069608785|A5037702709|A5046665314
W2766456467,2017.0,146,A5041209516|A5026197656
W1511661834,2010.0,145,A5006168965|A5075182059
W2098137003,2013.0,141,A5054352942|A5014009182|A5075182059
W2595316996,2017.0,140,A5036664594|A5008962923
W2044432453,2014.0,138,A5041209516|A5026197656
W2167064256,2009.0,135,A5029521324|A5023829402
W3035222942,2020.0,119,A5008962923|A5036664594
W2743726230,2017.0,118,A5008962923|A5036664594
W2158212863,2014.0,115,A5075182059|A5021905573
W2999391891,2020.0,109,A5024790234|A5077630021
W2127848524,2013.0,106,A5109066755|A5012965551
W858808496,2015.0,106,A5029521324|A5023829402
W2954209178,2019.0,105,A5037702709|A5069608785|A5046665314
W2170093232,2009.0,102,A5019949140|A5100397026
W2964489057,2019.0,98,A5023829402|A5029521324
W2617850922,2017.0,86,A5072768607|A5070508566
W2811210801,2018.0,85,A5040468552|A5024790234|A5027110040|A5042631896|A5076627572
W2584350279,2017.0,80,A5008962923|A5036664594
W2793667772,2018.0,69,A5036664594|A5008962923
W2139076288,2014.0,65,A5109066755|A5012965551
W2963907692,2019.0,59,A5036664594|A5008962923
W3178476290,2021.0,45,A5087795032|A5040844400|A5086073834
W4210480842,2022.0,43,A5075143434|A5101577122
W3020901252,2020.0,41,A5040468552|A5069704439|A5024790234|A5027110040|A5076627572|A5042631896
W4225662552,2022.0,39,A5026829639|A5023829402|A5029521324
W3004248670,2020.0,38,A5024790234|A5042631896
W4309583152,2022.0,26,A5075143434|A5003033820
W3121582215,2021.0,19,A5046420137|A5019949140
W2167478514,2007.0,133,A5029521324|A5034032356
W2103541323,2009.0,92,A5111794085|A5033129735
W2763389853,2017.0,82,A5008962923|A5036664594
W1794191843,2015.0,76,A5041209516|A5026197656
W2045296076,2013.0,73,A5029521324|A5023829402
W2611054209,2017.0,70,A5026829639|A5029521324|A5023829402
W2134240702,2011.0,65,A5109066755|A5012965551
W2762145121,2017.0,63,A5008962923|A5036664594
W2957578400,2019.0,63,A5008962923|A5036664594
W2951328700,2016.0,62,A5041209516|A5026197656
W2089453493,2015.0,58,A5023829402|A5026829639|A5029521324
W2885013639,2018.0,58,A5012148461|A5008962923
W2161726198,2014.0,55,A5024790234|A5107999727
W2965380446,2019.0,54,A5041209516|A5026197656
W1553871405,2011.0,48,A5075182059|A5082646301
W2809921465,2018.0,48,A5024790234|A5107999727
W1497891987,2011.0,47,A5006168965|A5075182059
W2208515814,2015.0,44,A5041209516|A5026197656
W2744076781,2017.0,44,A5069608785|A5037702709|A5046665314
W2886017105,2018.0,43,A5041209516|A5026197656
W2487521564,2016.0,42,A5041209516|A5026197656
W2277913520,2016.0,39,A5024629651|A5016068576
W2982056726,2019.0,39,A5036664594|A5008962923
W2593036217,2017.0,33,A5036664594|A5008962923
W2966452976,2019.0,32,A5012148461|A5008962923
W3120202612,2021.0,32,A5008962923|A5036664594
W2942486217,2019.0,31,A5037702709|A5057564242
W3088159905,2020.0,31,A5003033820|A5075143434
W3178771062,2021.0,31,A5004745888|A5019949140
W2606579323,2017.0,29,A5090694114|A5008962923
W2904219491,2018.0,28,A5036664594|A5008962923
W2901089998,2018.0,27,A5041209516|A5026197656
W4386208128,2023.0,19,A5049752109|A5040726898
W2793395307,2018.0,18,A5008962923|A5036664594
W2888127802,2018.0,17,A5036664594|A5008962923
W3048794087,2020.0,16,A5036664594|A5008962923
W946730933,2014.0,16,A5042631896|A5024790234
W4324032733,2023.0,13,A5075302056|A5082830839
W2137774183,2015.0,12,A5041209516|A5026197656
W2041425958,2013.0,33,A5002359736|A5101951506|A5040844400|A5051471901|A5020270223
W1990911233,2011.0,29,A5040844400|A5027665602
W2572287341,2016.0,29,A5083340449|A5052774003
W3012173044,2020.0,25,A5008962923|A5036664594
W4244008083,2018.0,23,A5015471711|A5041209516|A5014931127
W2768082044,2018.0,17,A5041209516|A5026197656
W3104713593,2020.0,17,A5036664594|A5008962923
W2046058986,2015.0,16,A5041209516|A5026197656
W4248324429,2019.0,14,A5024790234|A5077630021
W4376645491,2023.0,13,A5052774003|A5081335221
W2796449575,2018.0,12,A5008962923|A5036664594
W4205262271,2022.0,12,A5036664594|A5008962923
W2887986105,2018.0,13,A5036664594|A5008962923
W3010221241,2020.0,11,A5029521324|A5104313322
W777415392,2015.0,11,A5019949140|A5004745888
W2313267970,2016.0,32,A5083340449|A5052774003
W2341638976,2016.0,12,A5041209516|A5026197656
W2151455758,2006.0,951,A5056889851|A5084602238
W2068515472,2006.0,775,A5056889851|A5084602238
W2081939572,2007.0,348,A5056889851|A5084602238
W2080395579,2001.0,347,A5084602238|A5056889851
W2086618329,1996.0,287,A5078091066|A5081378294
W2037646636,2015.0,266,A5059896630|A5046665314
W3130234976,2021.0,222,A5025509228|A5046574356
W4243034134,2007.0,219,A5103339501|A5055086883
W2088110051,2007.0,213,A5078091066|A5081378294
W2015573195,2010.0,186,A5042845111|A5056889851
W2051135462,2013.0,164,A5042845111|A5056889851
W4327913942,2023.0,125,A5007282319|A5036868218
W2996480632,2019.0,113,A5032996798|A5056889851
W1927353113,2011.0,110,A5035116732|A5047312329
W2087471475,2004.0,109,A5081378294|A5078091066
W1969553299,1998.0,106,A5078091066|A5081378294
W2149166950,2011.0,93,A5050819882|A5043355670
W1986345590,2001.0,90,A5084602238|A5056889851
W2412767153,2016.0,86,A5047312329|A5035116732
W4389524379,2023.0,86,A5065241005|A5014921097|A5047032131|A5028772801|A5017391319
W4292223708,2022.0,75,A5025509228|A5067296979|A5046574356
W2809591186,2018.0,72,A5059896630|A5091745105|A5046665314
W4400767105,2024.0,69,A5101744804|A5102986628
W4280591445,2022.0,64,A5049419832|A5036322331
W3151426590,2023.0,53,A5013773559|A5113610967
W3098671446,2020.0,50,A5036868218|A5055686105|A5007282319
W4295079604,2022.0,40,A5035116732|A5024606920
W4361853353,2023.0,35,A5036322331|A5041282806|A5062513761
W4248690110,1998.0,31,A5078091066|A5081378294
W4393342634,2024.0,26,A5036322331|A5049419832|A5060225681
W4308875527,2022.0,25,A5025509228|A5046574356
W4282832127,2022.0,18,A5025509228|A5046574356
W4405810157,2024.0,15,A5067296979|A5025509228|A5046574356
W4396969651,2024.0,13,A5025509228|A5046574356
W2031177404,2007.0,64,A5021371316|A5111513659
W2889145385,2018.0,59,A5090079490|A5072703507
W1895425811,2012.0,54,A5042845111|A5056889851
W2012349302,2004.0,52,A5056889851|A5084602238
W2560820623,2016.0,52,A5081378294|A5044386913
W2149677779,2013.0,45,A5081378294|A5078091066|A5044386913
W2043124763,2004.0,43,A5084602238|A5056889851
W2086010308,2007.0,42,A5056889851|A5084602238
W2006836258,2008.0,41,A5078091066|A5081378294
W2886977540,2018.0,41,A5022670126|A5036120539|A5024538936
W2346921725,2016.0,34,A5059896630|A5046665314
W2902204202,2018.0,34,A5090079490|A5077875821|A5072703507
W2081361776,2014.0,32,A5081378294|A5078091066
W2143269228,2014.0,32,A5081378294|A5078091066
W4221075601,2022.0,32,A5036322331|A5060225681
W2789987564,2018.0,30,A5022670126|A5036120539|A5024538936
W4231027072,1996.0,27,A5078091066|A5081378294
W2930360072,2019.0,24,A5024538936|A5022670126
W4323841388,2023.0,20,A5036322331|A5090694114
W2150389738,2013.0,16,A5059896630|A5019035134
W2092998325,2013.0,15,A5081378294|A5078091066
W4313856025,2023.0,15,A5036868218|A5007282319
W4386266388,2023.0,11,A5036322331|A5041282806
W1964593204,2000.0,48,A5056889851|A5084602238
W3123725795,2006.0,43,A5056889851|A5084602238
W2045384827,2004.0,36,A5081378294|A5044686474|A5078091066
W2143462689,2003.0,32,A5056889851|A5084602238
W1935119766,2005.0,27,A5056889851|A5084602238
W1977055976,1996.0,27,A5084602238|A5056889851
W2950061224,2019.0,22,A5044386913|A5081378294
W2172076094,2013.0,21,A5081378294|A5078091066
W2593292703,2017.0,20,A5044386913|A5081378294
W2980978493,2019.0,20,A5090079490|A5077875821|A5072703507
W2520809160,2016.0,18,A5059896630|A5046665314
W2536430566,2016.0,15,A5081378294|A5044386913
W2020777554,2014.0,14,A5038678998|A5111513659|A5083361799
W3207721366,2021.0,14,A5035116732|A5024606920
W2734802508,2017.0,13,A5059896630|A5046665314
W2790573861,2018.0,12,A5036868218|A5007282319|A5052583897
W2049734168,2001.0,38,A5078091066|A5044686474|A5081378294
W2032506394,2004.0,33,A5079235287|A5036281933
W1925875298,2013.0,16,A5043355670|A5084989076
W2004147942,2011.0,14,A5056889851|A5084602238
W2622672772,2017.0,14,A5035116732|A5047312329
W2026172194,2015.0,12,A5081378294|A5078091066
W2068099907,1998.0,47,A5081378294|A5078091066|A5026691482
W2070041448,2002.0,16,A5056889851|A5084602238
W627794828,2005.0,16,A5078091066|A5081378294
W2025667889,2003.0,15,A5081378294|A5044686474|A5078091066
W4232352955,2003.0,13,A5056889851|A5084602238
W118841850,1997.0,12,A5056889851|A5084602238
W1486239415,2000.0,11,A5081378294|A5078091066
W2324816251,2005.0,11,A5011064825|A5056889851
W2336342694,1999.0,11,A5056889851|A5084602238
W629944483,2014.0,11,A5084602238|A5056889851
W4255682786,2001.0,13,A5056889851|A5084602238
W2105763364,1995.0,42,A5078091066|A5081378294
W2470060940,1999.0,14,A5056889851|A5084602238
W4220929609,2022.0,143,A5046574356|A5025509228
W4386721614,2023.0,94,A5065241005|A5028772801|A5017391319
W2104970912,2006.0,80,A5032996798|A5056889851
W2107132870,2013.0,52,A5043355670|A5084989076
W1953057174,2012.0,41,A5043355670|A5050819882
W2949677831,2013.0,14,A5043355670|A5084989076
W4380901836,2023.0,11,A5025509228|A5046574356
W4387559581,2023.0,11,A5065241005|A5014921097|A5047032131|A5028772801|A5017391319
W1888172398,2000.0,4780,A5061160911|A5066728847
W2092124750,2007.0,1666,A5038976962|A5066728847
W2786236138,2018.0,1010,A5060875518|A5044459771
W127470283,2002.0,755,A5061160911|A5066728847
W2067062227,1991.0,390,A5038976962|A5066728847
W4296591867,2022.0,385,A5020526977|A5100329828
W2106684603,2000.0,266,A5066728847|A5038976962
W2084974221,2012.0,256,A5087893605|A5066728847
W1983403939,2014.0,253,A5060875518|A5060019444
W3153182568,2021.0,204,A5020526977|A5100329828
W1988244499,2013.0,160,A5062722994|A5029495091
W2148728304,2010.0,133,A5030381992|A5016497110
W3049715998,2020.0,64,A5013441165|A5045479268
W2892118369,2020.0,55,A5029495091|A5011958104
W2974132847,2019.0,35,A5044459771|A5060875518
W4294793588,2022.0,30,A5013441165|A5045479268
W2063640141,1999.0,168,A5061160911|A5066728847
W2154412751,2013.0,86,A5029495091|A5062722994
W2116410298,2014.0,74,A5024996172|A5011958104|A5029495091
W2013451662,2014.0,73,A5066728847|A5086539835
W2064483646,2010.0,71,A5019085667|A5066728847
W2019463525,2012.0,59,A5087893605|A5066728847
W1982032375,2014.0,54,A5030381992|A5016497110
W19833001,2009.0,52,A5038976962|A5066728847
W2559932280,2016.0,52,A5012679482|A5106430515
W1969490309,2014.0,50,A5019085667|A5066728847
W2264799856,2012.0,48,A5030381992|A5016497110
W2406752089,2016.0,41,A5030381992|A5016497110
W2592446190,2017.0,34,A5030381992|A5016497110
W2528790555,2016.0,33,A5100370053|A5066728847
W3126629198,2023.0,26,A5020526977|A5100329828
W4285171841,2022.0,26,A5020526977|A5100329828
W3108968407,2020.0,24,A5029495091|A5011958104
W1582371342,2012.0,22,A5029495091|A5024996172
W4380203246,2023.0,21,A5002511145|A5013441165|A5045479268
W1551167822,2015.0,20,A5024996172|A5029495091
W4205302250,2022.0,19,A5011958104|A5029495091
W4230454069,2002.0,11,A5068735919|A5079262002
W2015142857,1999.0,57,A5066728847|A5061160911
W113133648,2002.0,37,A5061160911|A5066728847
W1529833352,2015.0,26,A5087893605|A5066728847
W1903852868,2015.0,23,A5060875518|A5029193548
W2883124139,2018.0,18,A5030381992|A5016497110
W4321480051,2023.0,16,A5057828485|A5020526977|A5100329828
W2913408077,2019.0,14,A5020526977|A5100329828
W915499165,2015.0,11,A5032049376|A5029335561|A5028306848|A5064994570
W2014808509,2001.0,30,A5024996172|A5029495091
W2004307563,2015.0,16,A5087893605|A5066728847
W2124125807,2007.0,16,A5038976962|A5066728847
W1662098908,2015.0,13,A5060875518|A5029193548
W2250802581,2015.0,11,A5019085667|A5066728847
W2094665020,2013.0,14,A5016497110|A5030381992
W1848675803,2003.0,15,A5061160911|A5066728847
W2612502941,2017.0,80,A5060875518|A5044459771
W2753047329,2017.0,47,A5060875518|A5044459771
W3200509928,2021.0,19,A5029495091|A5027859155
W4281608888,2022.0,18,A5020526977|A5100329828
W3122681988,2005.0,2039,A5083494527|A5045605391
W2963820951,2017.0,1797,A5024833177|A5088760097|A5017597537
W2425121537,2016.0,1696,A5017597537|A5088760097|A5100728762
W2490362664,2004.0,1460,A5083494527|A5113890882
W2737725206,2017.0,1439,A5072029041|A5102507347|A5017597537
W2199803028,1997.0,1434,A5008449211|A5109565051
W2106209831,2001.0,958,A5083494527|A5113890882
W2067064328,2013.0,814,A5019446590|A5060997326|A5080497445
W2787893582,1997.0,814,A5008449211|A5109565051
W2159508072,2007.0,712,A5103216480|A5084649058
W2139718073,2006.0,650,A5054831137|A5078394535|A5078448852
W2296734373,2014.0,437,A5100752356|A5108690891
W2060871119,2012.0,386,A5084892128|A5080497445
W2963481481,2018.0,370,A5024833177|A5088760097|A5017597537
W2069423052,2001.0,364,A5055844783|A5080497445
W2041605163,2011.0,333,A5103216480|A5073091089
W4245591466,2011.0,310,A5103216480|A5073091089
W2407409432,2003.0,302,A5078394535|A5100343991
W2145136943,2002.0,300,A5000925369|A5042580769
W2467794422,2016.0,283,A5088760097|A5017597537|A5100728762
W1857960223,2012.0,267,A5073091089|A5103216480
W2107392942,2007.0,257,A5058049693|A5000925369
W2117558969,2015.0,234,A5083494527|A5051037471
W4312652114,2022.0,220,A5068917997|A5087384752|A5017597537
W2983141445,2019.0,218,A5088760097|A5017597537
W2121103719,2003.0,216,A5078394535|A5100343991
W2948048211,2019.0,214,A5024833177|A5088760097|A5017597537
W2809112621,2018.0,192,A5085496384|A5017597537|A5048237545
W1566139570,2001.0,181,A5008449211|A5109565051
W2766375149,2017.0,181,A5088760097|A5046305086|A5017597537
W2954626788,2020.0,179,A5087043856|A5005421447|A5017597537
W2998469040,2020.0,179,A5086834120|A5017597537
W1890412134,2009.0,178,A5085260749|A5084892128|A5080497445
W3123609487,2014.0,175,A5083494527|A5045605391
W2805121932,2018.0,168,A5088760097|A5017597537
W2961666066,2019.0,166,A5024833177|A5088760097|A5017597537
W2084690415,2003.0,165,A5078394535|A5100343991
W3139438386,2021.0,160,A5086834120|A5017597537
W2963175879,2017.0,150,A5088760097|A5017597537
W2799062770,2018.0,149,A5072029041|A5017597537
W2913950831,2018.0,139,A5088760097|A5017597537|A5100728762
W2895738954,2018.0,138,A5024833177|A5088760097|A5017597537
W2073689043,2014.0,137,A5041233682|A5066361095
W2133711597,2013.0,120,A5028326739|A5080497445
W2472257696,2016.0,112,A5059368105|A5017597537|A5046305086
W2528605210,2016.0,107,A5072029041|A5017597537
W1837554747,2015.0,106,A5103216480|A5033428202
W2963603520,2017.0,105,A5059368105|A5046305086|A5103097683|A5017597537
W2572638055,2017.0,102,A5017780534|A5006851333|A5080497445
W2604458809,2017.0,101,A5017780534|A5080497445
W3046614818,2021.0,101,A5088760097|A5024833177|A5017597537
W2097751911,2009.0,95,A5084892128|A5085260749|A5080497445
W2271551547,2016.0,93,A5017597537|A5100728762
W2763794872,2017.0,88,A5024833177|A5088760097|A5017597537
W2271240940,2015.0,84,A5000017075|A5057650206
W2979747405,2019.0,82,A5088760097|A5017597537
W3011208089,2020.0,82,A5068917997|A5017597537
W2958301808,2019.0,79,A5068917997|A5017597537
W1969732194,2014.0,76,A5088760097|A5017597537|A5078141810|A5100728762
W3123042598,2016.0,75,A5057802135|A5058920515
W3145740377,2021.0,74,A5078394535|A5084279065
W2998428583,2020.0,73,A5086834120|A5017597537
W2963759277,2016.0,72,A5059368105|A5046305086|A5017597537
W1881935562,2012.0,71,A5085260749|A5080497445
W2493990184,2016.0,67,A5049369651|A5063233652
W3185944997,2021.0,65,A5063233652|A5049369651
W3094918035,2020.0,64,A5086834120|A5017597537
W2897970269,2018.0,62,A5026540957|A5043962579
W2559780844,2017.0,60,A5072029041|A5017597537
W2036595872,2013.0,57,A5103216480|A5084649058
W2613647264,2017.0,55,A5017780534|A5080497445
W3199145463,2021.0,52,A5058038900|A5041233682
W2981538481,2019.0,45,A5068917997|A5017597537
W3214831658,2021.0,45,A5023724461|A5086834120|A5017597537
W3194940645,2021.0,44,A5068917997|A5046305086|A5017597537
W2213472736,2015.0,39,A5072029041|A5017597537|A5100728762
W3182545801,2022.0,29,A5086834120|A5068917997|A5017597537
W4386066101,2023.0,28,A5088760097|A5017597537
W4226368310,2022.0,13,A5047198701|A5075518230
W4396833218,2024.0,13,A5102729368|A5083675499
W2001503861,2007.0,124,A5103216480|A5084649058
W2157966961,2006.0,121,A5058049693|A5000925369
W2170340596,1993.0,116,A5008449211|A5109565051
W2164328540,2008.0,84,A5019446590|A5085260749|A5080497445
W2149274557,2007.0,73,A5103216480|A5058856783|A5084649058
W1808668261,2010.0,70,A5084892128|A5085260749|A5080497445
W2108178172,2008.0,65,A5058049693|A5000925369
W1967366443,2010.0,60,A5085260749|A5019446590|A5080497445
W2023641631,2011.0,59,A5017597537|A5074834854
W2140780110,2008.0,59,A5019446590|A5080497445
W2111430775,2008.0,57,A5058049693|A5000925369
W2569591803,2017.0,56,A5063233652|A5049369651
W2117876453,2008.0,55,A5017597537|A5035112538
W2121539488,2007.0,54,A5078394535|A5100343991
W2162930105,2013.0,53,A5028326739|A5035799220|A5080497445
W2037682125,2013.0,52,A5000017075|A5020270223|A5057650206
W2081712564,2007.0,51,A5003217535|A5017597537
W2941704452,2019.0,51,A5060571638|A5089086247
W2517956294,2016.0,50,A5058049693|A5000925369
W2757351353,2017.0,50,A5049369651|A5063233652
W2966078298,2019.0,50,A5068917997|A5017597537
W3142180362,2005.0,50,A5083494527|A5113890882
W8114543,2011.0,47,A5029174330|A5080497445
W2024471472,2014.0,46,A5029174330|A5080497445
W3019723613,2020.0,46,A5068917997|A5085245110|A5017597537
W2295043116,2017.0,45,A5041233682|A5066361095
W2143706925,2013.0,43,A5009546643|A5108637443
W2538752244,2016.0,42,A5088760097|A5017597537|A5078141810|A5100728762
W2109871085,2012.0,41,A5000925369|A5089639500
W1526729971,2015.0,39,A5028326739|A5080497445
W2014794755,2015.0,39,A5028326739|A5035799220|A5080497445
W1974906046,2014.0,36,A5046305086|A5017597537
W2127869845,2010.0,35,A5084892128|A5080497445
W2982029389,2019.0,35,A5069133930|A5102770809
W2032697871,2012.0,34,A5088760097|A5017597537
W2032686202,2013.0,31,A5078141810|A5017597537
W2147914255,2012.0,31,A5009546643|A5108637443
W2049632392,2014.0,30,A5072029041|A5100728762|A5017597537
W2249915525,2012.0,30,A5029174330|A5080497445
W1562851029,2013.0,29,A5019446590|A5080497445
W4214514833,2021.0,29,A5024833177|A5088760097|A5017597537
W2758852207,2017.0,28,A5017597537|A5102743927
W2963760481,2019.0,28,A5072029041|A5017597537
W2008888889,2014.0,27,A5045274152|A5000925369
W3141039124,2021.0,26,A5086834120|A5017597537
W1998014948,2013.0,25,A5028326739|A5080497445
W2031284268,2014.0,25,A5017597537|A5100728762
W2177412666,2015.0,23,A5083675499|A5063574664|A5082603621
W3133870000,2021.0,22,A5038668215|A5078394535
W1990031190,2011.0,21,A5029174330|A5080497445
W186684624,2013.0,20,A5017780534|A5080497445
W2405612853,2015.0,20,A5100752356|A5108690891
W4304098906,2022.0,17,A5088760097|A5017597537
W2133435946,2013.0,16,A5088760097|A5078141810|A5017597537
W3045494054,2020.0,16,A5000017075|A5057650206
W3043710493,2020.0,13,A5064119651|A5073376939
W4386307638,2023.0,12,A5103216480|A5084649058
W2134979673,2003.0,53,A5109565051|A5008449211
W2164681065,2007.0,52,A5058049693|A5000925369
W2152419874,2007.0,37,A5058049693|A5000925369
W4247027719,2004.0,32,A5109565051|A5008449211
W2768396309,2018.0,27,A5026630892|A5017780534|A5080497445
W2127070033,2012.0,26,A5033428202|A5103216480
W1557907931,2004.0,25,A5058049693|A5000925369
W2513486330,2016.0,25,A5049369651|A5063233652
W2044498120,2011.0,21,A5017597537|A5078141810
W2486490983,2016.0,21,A5017597537|A5046305086|A5102743927
W2096631889,2011.0,20,A5100381753|A5017597537
W1856393130,2009.0,19,A5085260749|A5080497445
W2228914246,2015.0,18,A5064119651|A5073376939
W2133138413,2013.0,17,A5057650206|A5000017075|A5020270223
W2908232037,2018.0,17,A5059368105|A5046305086|A5017597537
W1990602112,2008.0,16,A5019446590|A5080497445
W2294598291,2015.0,15,A5006786589|A5078394535
W2587943151,2017.0,15,A5103216480|A5058856783
W3049356352,2020.0,15,A5068917997|A5017597537
W2110303579,2007.0,14,A5017597537|A5035112538
W4309714908,2022.0,13,A5100378733|A5088760097|A5035112538|A5017597537
W74587951,2013.0,13,A5000925369|A5050415063
W4224983060,2022.0,12,A5041233682|A5058038900
W2000786377,2003.0,56,A5058049693|A5000925369
W2102315421,2005.0,36,A5058049693|A5000925369
W2155400215,2009.0,36,A5058049693|A5000925369
W4241636470,2003.0,20,A5078394535|A5100343991
W2123743113,2011.0,18,A5088760097|A5017597537
W2972035630,2019.0,16,A5088760097|A5017597537
W2040615194,2007.0,14,A5017597537|A5035112538|A5100766907
W2759411155,2017.0,13,A5058049693|A5000925369
W2039257819,2007.0,12,A5078394535|A5100343991
W2598764358,2016.0,11,A5083675499|A5063574664|A5082603621
W2941681301,2019.0,11,A5072029041|A5017597537
W2140396318,2005.0,39,A5058049693|A5000925369
W130897988,2003.0,16,A5058049693|A5000925369
W2165308711,2006.0,14,A5058049693|A5000925369
W2110042094,2014.0,12,A5078394535|A5084279065
W2765719908,2017.0,12,A5017597537|A5103551927
W2109598927,2009.0,11,A5019446590|A5080497445
W2131826878,2002.0,48,A5008449211|A5004739989
W1608665889,2004.0,27,A5058049693|A5000925369
W2056178007,2004.0,27,A5080497445|A5020332705
W2116340050,2005.0,23,A5080497445|A5020332705
W2269366511,2005.0,19,A5058049693|A5000925369
W1498451982,2005.0,18,A5058049693|A5000925369
W2106847979,2001.0,15,A5109565051|A5011020333|A5008449211
W2103331030,2004.0,13,A5058049693|A5000925369
W2152952545,1995.0,13,A5008449211|A5109565051
W2761659801,2017.0,251,A5024833177|A5088760097|A5017597537
W2065051230,2003.0,224,A5083494527|A5045605391
W20084698,2000.0,205,A5042580769|A5000925369
W3124356082,2001.0,146,A5083494527|A5113890882
W2799122863,2018.0,62,A5024833177|A5088760097|A5017597537
W2743573407,2017.0,33,A5088760097|A5017597537
W3122915983,2004.0,32,A5083494527|A5045605391
W3106062149,2018.0,24,A5085496384|A5017597537|A5048237545
W2890185580,1999.0,22,A5045605391|A5083494527
W2730661154,2017.0,21,A5059368105|A5046305086|A5103097683|A5017597537
W2964091292,2017.0,19,A5083675499|A5063574664|A5082603621
W2346451485,2015.0,16,A5057802135|A5058920515
W2346948329,2015.0,14,A5057802135|A5058920515
W2523253636,2017.0,14,A5059368105|A5046305086|A5017597537
W3094500738,2020.0,14,A5108690891|A5060225743|A5000188096
W3120119962,2021.0,14,A5086834120|A5017597537
W2969592146,2019.0,13,A5068917997|A5017597537
W2141918705,2012.0,12,A5000017075|A5020270223|A5057650206
W2969760672,2019.0,12,A5024833177|A5088760097|A5017597537
W2787959198,2018.0,11,A5072029041|A5017597537
W1556421367,1998.0,325,A5036583884|A5004237789|A5042580769
W2121907157,2003.0,182,A5027826222|A5061449196|A5025175846|A5025992076
W2460863069,2016.0,177,A5035746903|A5086087170
W1977302596,2006.0,155,A5075562557|A5042580769
W2120898858,2013.0,153,A5061449196|A5100607328
W2146826730,2014.0,153,A5061449196|A5100607328
W2295870642,2015.0,136,A5036934218|A5041089506
W2117096626,2007.0,133,A5025696311|A5000881615
W2055121363,2012.0,125,A5036934218|A5041089506
W4385163750,2023.0,90,A5090967945|A5004858670|A5086087170
W3034704453,2020.0,75,A5075329194|A5100431792
W2119012894,2007.0,71,A5061449196|A5100607328|A5068021191
